id,name,date,tagline,description,minute,rating
1003287,Fifty Shades Freed,2018,Don't Miss the Climax,"Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.",105.0,1.88
1003288,Brigsby Bear,2017,Until our next adventure...,"Brigsby Bear Adventures is a children's TV show produced for an audience of one: James. When the show abruptly ends, James's life changes forever, and he sets out to finish the story himself.",97.0,3.81
1003292,Vacation,2015,What could go wrong?,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.",99.0,2.6
1003296,Antiporno,2016,Freedom? What's that?,Kyoko is a novel writer and artist. She shuts herself in a room painted in bright colors. She carries out her schedule minute by minute.,76.0,3.61
1003298,Better Watch Out,2016,You might be home but you're not alone,"On a quiet suburban street tucked within a 'safe neighborhood', a babysitter must defend a twelve-year-old boy from strangers breaking into the house, only to discover that this is far from a normal home invasion.",89.0,3.09
1003301,Reptile,2023,Shed the lies.,"Following the brutal murder of a young real estate agent, a hardened detective attempts to uncover the truth in a case where nothing is as it seems, and by doing so dismantles the illusions in his own life.",136.0,3.02
1003308,The Guilty,2018,The crime is bigger than you think,"Police officer Asger Holm, demoted to desk work as an alarm dispatcher, answers a call from a panicked woman who claims to have been kidnapped. Confined to the police station and with the phone as his only tool, Asger races against time to get help and find her.",86.0,3.9
1003317,I Want You Back,2022,Their exes have moved on. They haven't.,"Peter and Emma thought they were on the precipice of life’s biggest moments – marriage, kids, and houses in the suburbs – until their respective partners dumped them. Horrified to learn that the loves of their lives have already moved on, Peter and Emma hatch a hilarious plan to win back their exes with unexpected results.",117.0,3.2
1003319,Gretel & Hansel,2020,A grim fairy tale,"A long time ago in a distant fairy tale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil.",87.0,2.73
1003321,Resident Evil: Welcome to Raccoon City,2021,Witness the beginning of evil.,"Once the booming home of pharmaceutical giant Umbrella Corporation, Raccoon City is now a dying Midwestern town. The company’s exodus left the city a wasteland…with great evil brewing below the surface. When that evil is unleashed, the townspeople are forever…changed…and a small group of survivors must work together to uncover the truth behind Umbrella and make it through the night.",107.0,2.08
1003325,"Black Mirror: Rachel, Jack and Ashley Too",2019,"Season 5, Episode 3",A lonely teenager yearns to connect with her favorite pop star - whose charmed existence isn't quite as rosy it appears...,60.0,2.57
1003333,Wicked Little Letters,2023,Be careful what you post.,"A 1920s English seaside town bears witness to a dark and absurd scandal in this riotous mystery comedy. Based on a stranger than fiction true story, the film follows two neighbours: deeply conservative local Edith Swan and rowdy Irish migrant Rose Gooding. When Edith and fellow residents begin to receive wicked letters full of unintentionally hilarious profanities, foul-mouthed Rose is charged with the crime. The anonymous letters prompt a national uproar, and a trial ensues. However, as the town’s women - led by Police Officer Gladys Moss - begin to investigate the crime themselves, they suspect that something is amiss, and Rose may not be the culprit after all.",100.0,3.46
1003334,Mrs. Harris Goes to Paris,2022,Follow your dream.,A 1950s London cleaning lady falls in love with an haute couture dress by Christian Dior and decides to gamble everything for the sake of this folly.,116.0,3.45
1003336,The Medium,2021,A story about shamanism in Thailand.,A horrifying story of a shaman’s inheritance in the Isan region of Thailand. But the goddess that appears to have taken possession of a family member turns out not be as benevolent as it first appears.,131.0,3.37
1003340,Pinocchio,2022,The timeless classic.,A wooden puppet embarks on a thrilling adventure to become a real boy.,105.0,1.86
1003347,Black Mirror: Playtest,2016,"Season 3, Episode 2","An American traveler short on cash signs up to test a revolutionary new gaming system, but soon can't tell where the hot game ends and reality begins.",57.0,3.6
1003356,Between Two Ferns: The Movie,2019,There's nowhere he won't go,"Galifianakis dreamed of becoming a star. But when Will Ferrell discovered his public access TV show, 'Between Two Ferns' and uploaded it to Funny or Die, Zach became a viral laughing stock. Now Zach and his crew are taking a road trip to complete a series of high-profile celebrity interviews and restore his reputation.",82.0,2.86
1003380,Mortal Engines,2018,Some scars never heal,"Many thousands of years in the future, Earth’s cities roam the globe on huge wheels, devouring each other in a struggle for ever diminishing resources. On one of these massive traction cities, the old London, Tom Natsworthy has an unexpected encounter with a mysterious young woman from the wastelands who will change the course of his life forever.",129.0,2.45
1003390,The Addams Family,2019,Think your family is weird?,"The Addams family's lives begin to unravel when they face-off against a treacherous, greedy crafty reality-TV host while also preparing for their extended family to arrive for a major celebration.",86.0,2.56
1003391,The Spy Who Dumped Me,2018,They got this,"Audrey and Morgan, two thirty-year-old best friends in Los Angeles, are thrust unexpectedly into an international conspiracy when Audrey’s ex-boyfriend shows up at their apartment with a team of deadly assassins on his trail.",117.0,2.76
1003392,The Christmas Chronicles,2018,Santa's in town early this year,"Siblings Kate and Teddy try to prove Santa Claus is real, but when they accidentally cause his sleigh to crash, they have to save Christmas.",104.0,2.9
1003394,Hitman's Wife's Bodyguard,2021,Killer threesome.,"The world’s most lethal odd couple – bodyguard Michael Bryce and hitman Darius Kincaid – are back on another life-threatening mission. Still unlicensed and under scrutiny, Bryce is forced into action by Darius's even more volatile wife, the infamous international con artist Sonia Kincaid. As Bryce is driven over the edge by his two most dangerous protectees, the trio get in over their heads in a global plot and soon find that they are all that stand between Europe and a vengeful and powerful madman.",117.0,2.54
